pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
488111,120000,dollar,,10,2015,150,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vedzisi,,Renovated,5,2,2,1,2,old building
488106,350,dollar,month,10,2015,130,,for_rent,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Kostava st.,Renovated,4,2,2,2,3,old building
473221,3500,dollar,month,10,2015,250,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
473222,500000,dollar,,10,2015,250,,for_sale,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
474024,175000,dollar,,10,2015,160,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,,3,2,2,,6,
476916,1600,dollar,month,10,2015,80,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
474038,40000,dollar,,10,2015,60,,for_sale,flat,Tbilisi,Didube-Chugureti,Digomi,,,3,2,1,,6,
474008,95000,dollar,,10,2015,87,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,,2,1,1,,2,
476915,240000,dollar,,10,2015,80,,for_sale,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
476929,185000,dollar,,10,2015,150,,for_sale,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
476945,608000,dollar,,10,2015,320,,for_sale,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
476964,50,dollar,day,10,2015,100,,for_rent,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Nutsubidze st.,,3,2,1,,3,
477673,900,dollar,month,10,2015,130,,for_rent,flat,Tbilisi,Old Tbilisi,Vera,Barnovi st.,,4,3,2,1,4,
477677,1500,dollar,month,10,2015,200,500,for_rent,private_house,Tbilisi,Vake-Saburtalo,Saburtalo,Shartava st.,,5,3,2,,,
478479,700,dollar,month,10,2015,85,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,Pekini st.,,,,1,,,
483542,850,dollar,month,10,2015,120,,for_rent,flat,Tbilisi,Old Tbilisi,Vera,Janashia st.,,4,3,1,,2,
481641,1950,dollar,month,10,2015,140,,for_rent,flat,Tbilisi,Old Tbilisi,Krtsanisi,,Eurostandard,4,3,2,3,2,new building
483047,75000,dollar,,10,2015,75,,for_sale,flat,Tbilisi,Didube-Chugureti,Chugureti,Tsinamdzgvrishvili st.,Newly renovated,2,1,1,2,4,new building
481682,95000,dollar,,10,2015,87,,for_sale,flat,Tbilisi,Didube-Chugureti,Chugureti,,Newly renovated,3,2,1,1,2,new building
480843,3000,dollar,month,10,2015,210,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,,,,,,,,
481650,600,dollar,month,10,2015,72,,for_rent,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Sairme st.,Newly renovated,3,2,1,1,11,new building
483381,1000,dollar,month,10,2015,170,,for_rent,flat,Tbilisi,Old Tbilisi,Vera,Janashia st.,Newly renovated,4,3,2,2,7,new building
480834,3000,dollar,month,10,2015,250,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,,,,2,,,
480836,2000,lari,month,10,2015,70,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Vake,,,,,,,,
480847,4500,dollar,month,10,2015,190,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Vake,I.Abashidze st.,,,,,,,
484391,800,dollar,month,10,2015,80,,for_rent,flat,Tbilisi,Vake-Saburtalo,Vake,Chavchavadze avenue,Eurostandard,3,2,1,1,2,new building
483048,1000,dollar,month,10,2015,1000,,for_rent,flat,Tbilisi,Old Tbilisi,Sololaki,,Eurostandard,2,1,1,1,4,new building
483282,2500,dollar,month,10,2015,192,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,Vake,,,,,,,,
484426,87000,dollar,,10,2015,68,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Saburtalo st.,Newly renovated,3,2,1,1,8,new building
488104,180000,dollar,,10,2015,150,,for_sale,commercial_estate,Tbilisi,Vake-Saburtalo,Saburtalo,Kazbegi avenue,White Frame,,,,,1,new building
488103,36000,dollar,,10,2015,75,,for_sale,flat,Tbilisi,Isani-Samgori,Africa,,Newly renovated,3,2,2,1,5,old building
177302,37000,dollar,,10,2015,,624,for_sale,land,Tbilisi,Didgori,Tskneti,,,,,,,,
